CurrencyRateID,CurrencyRateDate,FromCurrencyCode,ToCurrencyCode,AverageRate,EndOfDayRate,ModifiedDate
5405,2012-08-30 00:00:00.0000000,"USD","SAR",3.7507,3.7475,2012-08-30 00:00:00.0000000
5406,2012-08-30 00:00:00.0000000,"USD","VEB",702.7000,702.7000,2012-08-30 00:00:00.0000000
5407,2012-08-31 00:00:00.0000000,"USD","ARS",0.9999,1.0003,2012-08-31 00:00:00.0000000
5408,2012-08-31 00:00:00.0000000,"USD","AUD",1.8895,1.8902,2012-08-31 00:00:00.0000000
5409,2012-08-31 00:00:00.0000000,"USD","BRL",1.9870,1.9950,2012-08-31 00:00:00.0000000
5410,2012-08-31 00:00:00.0000000,"USD","CAD",1.5289,1.5307,2012-08-31 00:00:00.0000000
5411,2012-08-31 00:00:00.0000000,"USD","CNY",8.2772,8.2780,2012-08-31 00:00:00.0000000
5412,2012-08-31 00:00:00.0000000,"USD","EUR",1.0900,1.0904,2012-08-31 00:00:00.0000000
5413,2012-08-31 00:00:00.0000000,"USD","GBP",0.6872,0.6872,2012-08-31 00:00:00.0000000
5414,2012-08-31 00:00:00.0000000,"USD","JPY",116.5180,116.5770,2012-08-31 00:00:00.0000000
5415,2012-08-31 00:00:00.0000000,"USD","MXN",9.7152,9.7200,2012-08-31 00:00:00.0000000
5416,2012-08-31 00:00:00.0000000,"USD","SAR",3.7505,3.7515,2012-08-31 00:00:00.0000000
5417,2012-08-31 00:00:00.0000000,"USD","VEB",703.7500,703.7599,2012-08-31 00:00:00.0000000
5418,2012-09-01 00:00:00.0000000,"USD","ARS",0.9999,0.9993,2012-09-01 00:00:00.0000000
5419,2012-09-01 00:00:00.0000000,"USD","AUD",1.9089,1.9086,2012-09-01 00:00:00.0000000
5420,2012-09-01 00:00:00.0000000,"USD","BRL",1.9900,1.9810,2012-09-01 00:00:00.0000000
5421,2012-09-01 00:00:00.0000000,"USD","CAD",1.5299,1.5200,2012-09-01 00:00:00.0000000
5422,2012-09-01 00:00:00.0000000,"USD","CNY",8.2780,8.2777,2012-09-01 00:00:00.0000000
5423,2012-09-01 00:00:00.0000000,"USD","EUR",1.1057,1.1057,2012-09-01 00:00:00.0000000
5424,2012-09-01 00:00:00.0000000,"USD","GBP",0.6898,0.6891,2012-09-01 00:00:00.0000000
5425,2012-09-01 00:00:00.0000000,"USD","JPY",115.4629,115.4250,2012-09-01 00:00:00.0000000
5426,2012-09-01 00:00:00.0000000,"USD","MXN",9.6851,9.6809,2012-09-01 00:00:00.0000000
5427,2012-09-01 00:00:00.0000000,"USD","SAR",3.7505,3.7418,2012-09-01 00:00:00.0000000
5428,2012-09-01 00:00:00.0000000,"USD","VEB",703.7500,703.6499,2012-09-01 00:00:00.0000000
5429,2012-09-02 00:00:00.0000000,"USD","ARS",0.9995,1.0002,2012-09-02 00:00:00.0000000
5430,2012-09-02 00:00:00.0000000,"USD","AUD",1.8920,1.8922,2012-09-02 00:00:00.0000000
5431,2012-09-02 00:00:00.0000000,"USD","BRL",2.0049,2.0099,2012-09-02 00:00:00.0000000
5432,2012-09-02 00:00:00.0000000,"USD","CAD",1.5396,1.5430,2012-09-02 00:00:00.0000000
5433,2012-09-02 00:00:00.0000000,"USD","CNY",8.2777,8.2783,2012-09-02 00:00:00.0000000
5434,2012-09-02 00:00:00.0000000,"USD","EUR",1.0932,1.0941,2012-09-02 00:00:00.0000000
5435,2012-09-02 00:00:00.0000000,"USD","GBP",0.6908,0.6918,2012-09-02 00:00:00.0000000
5436,2012-09-02 00:00:00.0000000,"USD","JPY",115.8200,115.8940,2012-09-02 00:00:00.0000000
5437,2012-09-02 00:00:00.0000000,"USD","MXN",9.7050,9.7140,2012-09-02 00:00:00.0000000
5438,2012-09-02 00:00:00.0000000,"USD","SAR",3.7505,3.7589,2012-09-02 00:00:00.0000000
5439,2012-09-02 00:00:00.0000000,"USD","VEB",704.5000,704.5199,2012-09-02 00:00:00.0000000
5440,2012-09-03 00:00:00.0000000,"USD","ARS",0.9995,0.9985,2012-09-03 00:00:00.0000000
5441,2012-09-03 00:00:00.0000000,"USD","AUD",1.8920,1.8915,2012-09-03 00:00:00.0000000
5442,2012-09-03 00:00:00.0000000,"USD","BRL",2.0049,1.9960,2012-09-03 00:00:00.0000000
5443,2012-09-03 00:00:00.0000000,"USD","CAD",1.5396,1.5334,2012-09-03 00:00:00.0000000
5444,2012-09-03 00:00:00.0000000,"USD","CNY",8.2777,8.2769,2012-09-03 00:00:00.0000000
5445,2012-09-03 00:00:00.0000000,"USD","EUR",1.0939,1.0932,2012-09-03 00:00:00.0000000
5446,2012-09-03 00:00:00.0000000,"USD","GBP",0.6908,0.6899,2012-09-03 00:00:00.0000000
5447,2012-09-03 00:00:00.0000000,"USD","JPY",115.8200,115.7970,2012-09-03 00:00:00.0000000
5448,2012-09-03 00:00:00.0000000,"USD","MXN",9.7050,9.7020,2012-09-03 00:00:00.0000000
5449,2012-09-03 00:00:00.0000000,"USD","SAR",3.7505,3.7502,2012-09-03 00:00:00.0000000
5450,2012-09-03 00:00:00.0000000,"USD","VEB",704.5000,704.4900,2012-09-03 00:00:00.0000000
5451,2012-09-04 00:00:00.0000000,"USD","ARS",0.9995,0.9997,2012-09-04 00:00:00.0000000
5452,2012-09-04 00:00:00.0000000,"USD","AUD",1.8946,1.8953,2012-09-04 00:00:00.0000000
5453,2012-09-04 00:00:00.0000000,"USD","BRL",2.0049,2.0099,2012-09-04 00:00:00.0000000
5454,2012-09-04 00:00:00.0000000,"USD","CAD",1.5397,1.5441,2012-09-04 00:00:00.0000000
5455,2012-09-04 00:00:00.0000000,"USD","CNY",8.2777,8.2786,2012-09-04 00:00:00.0000000
5456,2012-09-04 00:00:00.0000000,"USD","EUR",1.0939,1.0943,2012-09-04 00:00:00.0000000
5457,2012-09-04 00:00:00.0000000,"USD","GBP",0.6915,0.6917,2012-09-04 00:00:00.0000000
5458,2012-09-04 00:00:00.0000000,"USD","JPY",115.8200,115.8930,2012-09-04 00:00:00.0000000
5459,2012-09-04 00:00:00.0000000,"USD","MXN",9.7050,9.7059,2012-09-04 00:00:00.0000000
5460,2012-09-04 00:00:00.0000000,"USD","SAR",3.7507,3.7543,2012-09-04 00:00:00.0000000
5461,2012-09-04 00:00:00.0000000,"USD","VEB",704.5000,704.5800,2012-09-04 00:00:00.0000000
5462,2012-09-05 00:00:00.0000000,"USD","ARS",0.9999,0.9992,2012-09-05 00:00:00.0000000
5463,2012-09-05 00:00:00.0000000,"USD","AUD",1.8865,1.8855,2012-09-05 00:00:00.0000000
5464,2012-09-05 00:00:00.0000000,"USD","BRL",2.0036,1.9950,2012-09-05 00:00:00.0000000
5465,2012-09-05 00:00:00.0000000,"USD","CAD",1.5351,1.5253,2012-09-05 00:00:00.0000000
5466,2012-09-05 00:00:00.0000000,"USD","CNY",8.2774,8.2768,2012-09-05 00:00:00.0000000
5467,2012-09-05 00:00:00.0000000,"USD","EUR",1.0851,1.0843,2012-09-05 00:00:00.0000000
5468,2012-09-05 00:00:00.0000000,"USD","GBP",0.6914,0.6909,2012-09-05 00:00:00.0000000
5469,2012-09-05 00:00:00.0000000,"USD","JPY",116.0540,116.0360,2012-09-05 00:00:00.0000000
5470,2012-09-05 00:00:00.0000000,"USD","MXN",9.6976,9.6959,2012-09-05 00:00:00.0000000
5471,2012-09-05 00:00:00.0000000,"USD","SAR",3.7507,3.7414,2012-09-05 00:00:00.0000000
5472,2012-09-05 00:00:00.0000000,"USD","VEB",703.7500,703.6599,2012-09-05 00:00:00.0000000
5473,2012-09-06 00:00:00.0000000,"USD","ARS",0.9999,1.0004,2012-09-06 00:00:00.0000000
5474,2012-09-06 00:00:00.0000000,"USD","AUD",1.9079,1.9080,2012-09-06 00:00:00.0000000
5475,2012-09-06 00:00:00.0000000,"USD","BRL",2.0084,2.0139,2012-09-06 00:00:00.0000000
5476,2012-09-06 00:00:00.0000000,"USD","CAD",1.5403,1.5405,2012-09-06 00:00:00.0000000
5477,2012-09-06 00:00:00.0000000,"USD","CNY",8.2774,8.2782,2012-09-06 00:00:00.0000000
5478,2012-09-06 00:00:00.0000000,"USD","EUR",1.0971,1.0971,2012-09-06 00:00:00.0000000
5479,2012-09-06 00:00:00.0000000,"USD","GBP",0.6913,0.6916,2012-09-06 00:00:00.0000000
5480,2012-09-06 00:00:00.0000000,"USD","JPY",115.8110,115.9020,2012-09-06 00:00:00.0000000
5481,2012-09-06 00:00:00.0000000,"USD","MXN",9.6983,9.7020,2012-09-06 00:00:00.0000000
5482,2012-09-06 00:00:00.0000000,"USD","SAR",3.7505,3.7603,2012-09-06 00:00:00.0000000
5483,2012-09-06 00:00:00.0000000,"USD","VEB",704.7599,704.8099,2012-09-06 00:00:00.0000000
5484,2012-09-07 00:00:00.0000000,"USD","ARS",0.9999,0.9992,2012-09-07 00:00:00.0000000
5485,2012-09-07 00:00:00.0000000,"USD","AUD",1.9084,1.9080,2012-09-07 00:00:00.0000000
5486,2012-09-07 00:00:00.0000000,"USD","BRL",2.0421,2.0360,2012-09-07 00:00:00.0000000
5487,2012-09-07 00:00:00.0000000,"USD","CAD",1.5370,1.5336,2012-09-07 00:00:00.0000000
5488,2012-09-07 00:00:00.0000000,"USD","CNY",8.2780,8.2773,2012-09-07 00:00:00.0000000
5489,2012-09-07 00:00:00.0000000,"USD","EUR",1.1002,1.1001,2012-09-07 00:00:00.0000000
5490,2012-09-07 00:00:00.0000000,"USD","GBP",0.6932,0.6923,2012-09-07 00:00:00.0000000
5491,2012-09-07 00:00:00.0000000,"USD","JPY",116.6100,116.5400,2012-09-07 00:00:00.0000000
5492,2012-09-07 00:00:00.0000000,"USD","MXN",9.7411,9.7379,2012-09-07 00:00:00.0000000
5493,2012-09-07 00:00:00.0000000,"USD","SAR",3.7505,3.7501,2012-09-07 00:00:00.0000000
5494,2012-09-07 00:00:00.0000000,"USD","VEB",704.7599,704.7200,2012-09-07 00:00:00.0000000
5495,2012-09-08 00:00:00.0000000,"USD","ARS",0.9999,1.0001,2012-09-08 00:00:00.0000000
5496,2012-09-08 00:00:00.0000000,"USD","AUD",1.9070,1.9073,2012-09-08 00:00:00.0000000
5497,2012-09-08 00:00:00.0000000,"USD","BRL",2.0430,2.0449,2012-09-08 00:00:00.0000000
5498,2012-09-08 00:00:00.0000000,"USD","CAD",1.5387,1.5417,2012-09-08 00:00:00.0000000
5499,2012-09-08 00:00:00.0000000,"USD","CNY",8.2776,8.2782,2012-09-08 00:00:00.0000000
5500,2012-09-08 00:00:00.0000000,"USD","EUR",1.1045,1.1053,2012-09-08 00:00:00.0000000
5501,2012-09-08 00:00:00.0000000,"USD","GBP",0.6916,0.6921,2012-09-08 00:00:00.0000000
5502,2012-09-08 00:00:00.0000000,"USD","JPY",116.9740,117.0120,2012-09-08 00:00:00.0000000
5503,2012-09-08 00:00:00.0000000,"USD","MXN",9.7200,9.7249,2012-09-08 00:00:00.0000000
5504,2012-09-08 00:00:00.0000000,"USD","SAR",3.7505,3.7557,2012-09-08 00:00:00.0000000
5505,2012-09-08 00:00:00.0000000,"USD","VEB",704.6090,704.6399,2012-09-08 00:00:00.0000000
5506,2012-09-09 00:00:00.0000000,"USD","ARS",0.9996,0.9993,2012-09-09 00:00:00.0000000
5507,2012-09-09 00:00:00.0000000,"USD","AUD",1.9011,1.9009,2012-09-09 00:00:00.0000000
5508,2012-09-09 00:00:00.0000000,"USD","BRL",2.0379,2.0369,2012-09-09 00:00:00.0000000
5509,2012-09-09 00:00:00.0000000,"USD","CAD",1.5377,1.5361,2012-09-09 00:00:00.0000000
5510,2012-09-09 00:00:00.0000000,"USD","CNY",8.2782,8.2780,2012-09-09 00:00:00.0000000
5511,2012-09-09 00:00:00.0000000,"USD","EUR",1.0881,1.0871,2012-09-09 00:00:00.0000000
5512,2012-09-09 00:00:00.0000000,"USD","GBP",0.6881,0.6873,2012-09-09 00:00:00.0000000
5513,2012-09-09 00:00:00.0000000,"USD","JPY",115.9580,115.9290,2012-09-09 00:00:00.0000000
5514,2012-09-09 00:00:00.0000000,"USD","MXN",9.6844,9.6769,2012-09-09 00:00:00.0000000
5515,2012-09-09 00:00:00.0000000,"USD","SAR",3.7505,3.7414,2012-09-09 00:00:00.0000000
5516,2012-09-09 00:00:00.0000000,"USD","VEB",704.2500,704.2200,2012-09-09 00:00:00.0000000
5517,2012-09-10 00:00:00.0000000,"USD","ARS",0.9996,1.0004,2012-09-10 00:00:00.0000000
5518,2012-09-10 00:00:00.0000000,"USD","AUD",1.9073,1.9078,2012-09-10 00:00:00.0000000
5519,2012-09-10 00:00:00.0000000,"USD","BRL",2.0369,2.0390,2012-09-10 00:00:00.0000000
5520,2012-09-10 00:00:00.0000000,"USD","CAD",1.5380,1.5407,2012-09-10 00:00:00.0000000
5521,2012-09-10 00:00:00.0000000,"USD","CNY",8.2782,8.2790,2012-09-10 00:00:00.0000000
5522,2012-09-10 00:00:00.0000000,"USD","EUR",1.0881,1.0882,2012-09-10 00:00:00.0000000
5523,2012-09-10 00:00:00.0000000,"USD","GBP",0.6875,0.6885,2012-09-10 00:00:00.0000000
5524,2012-09-10 00:00:00.0000000,"USD","JPY",115.8300,115.8780,2012-09-10 00:00:00.0000000
5525,2012-09-10 00:00:00.0000000,"USD","MXN",9.6910,9.6969,2012-09-10 00:00:00.0000000
5526,2012-09-10 00:00:00.0000000,"USD","SAR",3.7505,3.7603,2012-09-10 00:00:00.0000000
5527,2012-09-10 00:00:00.0000000,"USD","VEB",704.2500,704.2999,2012-09-10 00:00:00.0000000
5528,2012-09-11 00:00:00.0000000,"USD","ARS",0.9996,0.9995,2012-09-11 00:00:00.0000000
5529,2012-09-11 00:00:00.0000000,"USD","AUD",1.9124,1.9116,2012-09-11 00:00:00.0000000
5530,2012-09-11 00:00:00.0000000,"USD","BRL",2.0369,2.0280,2012-09-11 00:00:00.0000000
5531,2012-09-11 00:00:00.0000000,"USD","CAD",1.5374,1.5306,2012-09-11 00:00:00.0000000
5532,2012-09-11 00:00:00.0000000,"USD","CNY",8.2782,8.2774,2012-09-11 00:00:00.0000000
5533,2012-09-11 00:00:00.0000000,"USD","EUR",1.0881,1.0876,2012-09-11 00:00:00.0000000
5534,2012-09-11 00:00:00.0000000,"USD","GBP",0.6875,0.6868,2012-09-11 00:00:00.0000000
5535,2012-09-11 00:00:00.0000000,"USD","JPY",115.8600,115.8270,2012-09-11 00:00:00.0000000
5536,2012-09-11 00:00:00.0000000,"USD","MXN",9.6910,9.6890,2012-09-11 00:00:00.0000000
5537,2012-09-11 00:00:00.0000000,"USD","SAR",3.7505,3.7473,2012-09-11 00:00:00.0000000
5538,2012-09-11 00:00:00.0000000,"USD","VEB",704.2500,704.2400,2012-09-11 00:00:00.0000000
5539,2012-09-12 00:00:00.0000000,"USD","ARS",0.9999,1.0000,2012-09-12 00:00:00.0000000
5540,2012-09-12 00:00:00.0000000,"USD","AUD",1.9116,1.9119,2012-09-12 00:00:00.0000000
5541,2012-09-12 00:00:00.0000000,"USD","BRL",2.0356,2.0449,2012-09-12 00:00:00.0000000
5542,2012-09-12 00:00:00.0000000,"USD","CAD",1.5298,1.5351,2012-09-12 00:00:00.0000000
5543,2012-09-12 00:00:00.0000000,"USD","CNY",8.2783,8.2791,2012-09-12 00:00:00.0000000
5544,2012-09-12 00:00:00.0000000,"USD","EUR",1.0971,1.0972,2012-09-12 00:00:00.0000000
5545,2012-09-12 00:00:00.0000000,"USD","GBP",0.6919,0.6927,2012-09-12 00:00:00.0000000
5546,2012-09-12 00:00:00.0000000,"USD","JPY",116.5200,116.5290,2012-09-12 00:00:00.0000000
5547,2012-09-12 00:00:00.0000000,"USD","MXN",9.6730,9.6809,2012-09-12 00:00:00.0000000
5548,2012-09-12 00:00:00.0000000,"USD","SAR",3.7505,3.7584,2012-09-12 00:00:00.0000000
5549,2012-09-12 00:00:00.0000000,"USD","VEB",704.2000,704.2300,2012-09-12 00:00:00.0000000
5550,2012-09-13 00:00:00.0000000,"USD","ARS",0.9999,0.9998,2012-09-13 00:00:00.0000000
5551,2012-09-13 00:00:00.0000000,"USD","AUD",1.9029,1.9027,2012-09-13 00:00:00.0000000
5552,2012-09-13 00:00:00.0000000,"USD","BRL",2.0387,2.0299,2012-09-13 00:00:00.0000000
5553,2012-09-13 00:00:00.0000000,"USD","CAD",1.5299,1.5249,2012-09-13 00:00:00.0000000
5554,2012-09-13 00:00:00.0000000,"USD","CNY",8.2789,8.2782,2012-09-13 00:00:00.0000000
5555,2012-09-13 00:00:00.0000000,"USD","EUR",1.0899,1.0893,2012-09-13 00:00:00.0000000
5556,2012-09-13 00:00:00.0000000,"USD","GBP",0.6932,0.6925,2012-09-13 00:00:00.0000000
5557,2012-09-13 00:00:00.0000000,"USD","JPY",116.1780,116.1420,2012-09-13 00:00:00.0000000
5558,2012-09-13 00:00:00.0000000,"USD","MXN",9.6859,9.6820,2012-09-13 00:00:00.0000000
5559,2012-09-13 00:00:00.0000000,"USD","SAR",3.7505,3.7488,2012-09-13 00:00:00.0000000
5560,2012-09-13 00:00:00.0000000,"USD","VEB",704.8999,704.8700,2012-09-13 00:00:00.0000000
5561,2012-09-14 00:00:00.0000000,"USD","ARS",0.9999,1.0003,2012-09-14 00:00:00.0000000
5562,2012-09-14 00:00:00.0000000,"USD","AUD",1.8997,1.9005,2012-09-14 00:00:00.0000000
5563,2012-09-14 00:00:00.0000000,"USD","BRL",2.0470,2.0480,2012-09-14 00:00:00.0000000
5564,2012-09-14 00:00:00.0000000,"USD","CAD",1.5366,1.5391,2012-09-14 00:00:00.0000000
5565,2012-09-14 00:00:00.0000000,"USD","CNY",8.2790,8.2797,2012-09-14 00:00:00.0000000
5566,2012-09-14 00:00:00.0000000,"USD","EUR",1.0831,1.0834,2012-09-14 00:00:00.0000000
5567,2012-09-14 00:00:00.0000000,"USD","GBP",0.6922,0.6925,2012-09-14 00:00:00.0000000
5568,2012-09-14 00:00:00.0000000,"USD","JPY",117.3800,117.3970,2012-09-14 00:00:00.0000000
5569,2012-09-14 00:00:00.0000000,"USD","MXN",9.6927,9.6969,2012-09-14 00:00:00.0000000
5570,2012-09-14 00:00:00.0000000,"USD","SAR",3.7505,3.7593,2012-09-14 00:00:00.0000000
5571,2012-09-14 00:00:00.0000000,"USD","VEB",704.6499,704.7500,2012-09-14 00:00:00.0000000
5572,2012-09-15 00:00:00.0000000,"USD","ARS",0.9999,0.9997,2012-09-15 00:00:00.0000000
5573,2012-09-15 00:00:00.0000000,"USD","AUD",1.8943,1.8936,2012-09-15 00:00:00.0000000
5574,2012-09-15 00:00:00.0000000,"USD","BRL",2.0369,2.0329,2012-09-15 00:00:00.0000000
5575,2012-09-15 00:00:00.0000000,"USD","CAD",1.5481,1.5436,2012-09-15 00:00:00.0000000
5576,2012-09-15 00:00:00.0000000,"USD","CNY",8.2786,8.2784,2012-09-15 00:00:00.0000000
5577,2012-09-15 00:00:00.0000000,"USD","EUR",1.0762,1.0751,2012-09-15 00:00:00.0000000
5578,2012-09-15 00:00:00.0000000,"USD","GBP",0.6875,0.6868,2012-09-15 00:00:00.0000000
5579,2012-09-15 00:00:00.0000000,"USD","JPY",117.4830,117.4500,2012-09-15 00:00:00.0000000
5580,2012-09-15 00:00:00.0000000,"USD","MXN",9.6797,9.6720,2012-09-15 00:00:00.0000000
5581,2012-09-15 00:00:00.0000000,"USD","SAR",3.7505,3.7496,2012-09-15 00:00:00.0000000
5582,2012-09-15 00:00:00.0000000,"USD","VEB",705.2100,705.1499,2012-09-15 00:00:00.0000000
5583,2012-09-16 00:00:00.0000000,"USD","ARS",0.9996,0.9998,2012-09-16 00:00:00.0000000
5584,2012-09-16 00:00:00.0000000,"USD","AUD",1.8875,1.8883,2012-09-16 00:00:00.0000000
5585,2012-09-16 00:00:00.0000000,"USD","BRL",2.0276,2.0350,2012-09-16 00:00:00.0000000
5586,2012-09-16 00:00:00.0000000,"USD","CAD",1.5451,1.5538,2012-09-16 00:00:00.0000000
5587,2012-09-16 00:00:00.0000000,"USD","CNY",8.2789,8.2792,2012-09-16 00:00:00.0000000
5588,2012-09-16 00:00:00.0000000,"USD","EUR",1.0697,1.0707,2012-09-16 00:00:00.0000000
5589,2012-09-16 00:00:00.0000000,"USD","GBP",0.6794,0.6797,2012-09-16 00:00:00.0000000
5590,2012-09-16 00:00:00.0000000,"USD","JPY",119.0700,119.1520,2012-09-16 00:00:00.0000000
5591,2012-09-16 00:00:00.0000000,"USD","MXN",9.6572,9.6600,2012-09-16 00:00:00.0000000
5592,2012-09-16 00:00:00.0000000,"USD","SAR",3.7505,3.7587,2012-09-16 00:00:00.0000000
5593,2012-09-16 00:00:00.0000000,"USD","VEB",704.7069,704.7500,2012-09-16 00:00:00.0000000
5594,2012-09-17 00:00:00.0000000,"USD","ARS",0.9996,0.9990,2012-09-17 00:00:00.0000000
5595,2012-09-17 00:00:00.0000000,"USD","AUD",1.8875,1.8871,2012-09-17 00:00:00.0000000
5596,2012-09-17 00:00:00.0000000,"USD","BRL",2.0327,2.0230,2012-09-17 00:00:00.0000000
5597,2012-09-17 00:00:00.0000000,"USD","CAD",1.5458,1.5435,2012-09-17 00:00:00.0000000
5598,2012-09-17 00:00:00.0000000,"USD","CNY",8.2789,8.2786,2012-09-17 00:00:00.0000000
5599,2012-09-17 00:00:00.0000000,"USD","EUR",1.0691,1.0685,2012-09-17 00:00:00.0000000
5600,2012-09-17 00:00:00.0000000,"USD","GBP",0.6803,0.6803,2012-09-17 00:00:00.0000000
5601,2012-09-17 00:00:00.0000000,"USD","JPY",119.2300,119.1790,2012-09-17 00:00:00.0000000
5602,2012-09-17 00:00:00.0000000,"USD","MXN",9.6639,9.6560,2012-09-17 00:00:00.0000000
5603,2012-09-17 00:00:00.0000000,"USD","SAR",3.7505,3.7416,2012-09-17 00:00:00.0000000
5604,2012-09-17 00:00:00.0000000,"USD","VEB",706.5000,706.4199,2012-09-17 00:00:00.0000000
5605,2012-09-18 00:00:00.0000000,"USD","ARS",0.9996,0.9997,2012-09-18 00:00:00.0000000
5606,2012-09-18 00:00:00.0000000,"USD","AUD",1.8900,1.8902,2012-09-18 00:00:00.0000000
5607,2012-09-18 00:00:00.0000000,"USD","BRL",2.0326,2.0360,2012-09-18 00:00:00.0000000
5608,2012-09-18 00:00:00.0000000,"USD","CAD",1.5450,1.5482,2012-09-18 00:00:00.0000000
5609,2012-09-18 00:00:00.0000000,"USD","CNY",8.2789,8.2789,2012-09-18 00:00:00.0000000
5610,2012-09-18 00:00:00.0000000,"USD","EUR",1.0691,1.0697,2012-09-18 00:00:00.0000000
5611,2012-09-18 00:00:00.0000000,"USD","GBP",0.6804,0.6805,2012-09-18 00:00:00.0000000
5612,2012-09-18 00:00:00.0000000,"USD","JPY",119.2200,119.2910,2012-09-18 00:00:00.0000000
5613,2012-09-18 00:00:00.0000000,"USD","MXN",9.6956,9.6980,2012-09-18 00:00:00.0000000
5614,2012-09-18 00:00:00.0000000,"USD","SAR",3.7505,3.7509,2012-09-18 00:00:00.0000000
5615,2012-09-18 00:00:00.0000000,"USD","VEB",709.0190,709.0800,2012-09-18 00:00:00.0000000
5616,2012-09-19 00:00:00.0000000,"USD","ARS",0.9999,0.9992,2012-09-19 00:00:00.0000000
5617,2012-09-19 00:00:00.0000000,"USD","AUD",1.9194,1.9192,2012-09-19 00:00:00.0000000
5618,2012-09-19 00:00:00.0000000,"USD","BRL",2.0219,2.0179,2012-09-19 00:00:00.0000000
5619,2012-09-19 00:00:00.0000000,"USD","CAD",1.5477,1.5469,2012-09-19 00:00:00.0000000
5620,2012-09-19 00:00:00.0000000,"USD","CNY",8.2784,8.2777,2012-09-19 00:00:00.0000000
5621,2012-09-19 00:00:00.0000000,"USD","EUR",1.0761,1.0754,2012-09-19 00:00:00.0000000
5622,2012-09-19 00:00:00.0000000,"USD","GBP",0.6816,0.6812,2012-09-19 00:00:00.0000000
5623,2012-09-19 00:00:00.0000000,"USD","JPY",119.1500,119.0999,2012-09-19 00:00:00.0000000
5624,2012-09-19 00:00:00.0000000,"USD","MXN",9.6346,9.6310,2012-09-19 00:00:00.0000000
5625,2012-09-19 00:00:00.0000000,"USD","SAR",3.7505,3.7469,2012-09-19 00:00:00.0000000
5626,2012-09-19 00:00:00.0000000,"USD","VEB",705.0099,704.9700,2012-09-19 00:00:00.0000000
5627,2012-09-20 00:00:00.0000000,"USD","ARS",0.9999,1.0006,2012-09-20 00:00:00.0000000
5628,2012-09-20 00:00:00.0000000,"USD","AUD",1.9288,1.9290,2012-09-20 00:00:00.0000000
5629,2012-09-20 00:00:00.0000000,"USD","BRL",2.0350,2.0419,2012-09-20 00:00:00.0000000
5630,2012-09-20 00:00:00.0000000,"USD","CAD",1.5385,1.5429,2012-09-20 00:00:00.0000000
5631,2012-09-20 00:00:00.0000000,"USD","CNY",8.2786,8.2787,2012-09-20 00:00:00.0000000
5632,2012-09-20 00:00:00.0000000,"USD","EUR",1.0703,1.0711,2012-09-20 00:00:00.0000000
5633,2012-09-20 00:00:00.0000000,"USD","GBP",0.6814,0.6822,2012-09-20 00:00:00.0000000
5634,2012-09-20 00:00:00.0000000,"USD","JPY",118.9580,119.0160,2012-09-20 00:00:00.0000000
5635,2012-09-20 00:00:00.0000000,"USD","MXN",9.6693,9.6769,2012-09-20 00:00:00.0000000
5636,2012-09-20 00:00:00.0000000,"USD","SAR",3.7505,3.7536,2012-09-20 00:00:00.0000000
5637,2012-09-20 00:00:00.0000000,"USD","VEB",705.3500,705.3700,2012-09-20 00:00:00.0000000
5638,2012-09-21 00:00:00.0000000,"USD","ARS",0.9999,0.9992,2012-09-21 00:00:00.0000000
5639,2012-09-21 00:00:00.0000000,"USD","AUD",1.9649,1.9641,2012-09-21 00:00:00.0000000
5640,2012-09-21 00:00:00.0000000,"USD","BRL",2.0413,2.0390,2012-09-21 00:00:00.0000000
5641,2012-09-21 00:00:00.0000000,"USD","CAD",1.5505,1.5463,2012-09-21 00:00:00.0000000
5642,2012-09-21 00:00:00.0000000,"USD","CNY",8.2781,8.2774,2012-09-21 00:00:00.0000000
5643,2012-09-21 00:00:00.0000000,"USD","EUR",1.0759,1.0752,2012-09-21 00:00:00.0000000
5644,2012-09-21 00:00:00.0000000,"USD","GBP",0.6848,0.6842,2012-09-21 00:00:00.0000000
5645,2012-09-21 00:00:00.0000000,"USD","JPY",120.0430,120.0290,2012-09-21 00:00:00.0000000
5646,2012-09-21 00:00:00.0000000,"USD","MXN",9.6395,9.6329,2012-09-21 00:00:00.0000000
5647,2012-09-21 00:00:00.0000000,"USD","SAR",3.7505,3.7486,2012-09-21 00:00:00.0000000
5648,2012-09-21 00:00:00.0000000,"USD","VEB",705.6599,705.6399,2012-09-21 00:00:00.0000000
5649,2012-09-22 00:00:00.0000000,"USD","ARS",0.9999,1.0003,2012-09-22 00:00:00.0000000
5650,2012-09-22 00:00:00.0000000,"USD","AUD",1.9565,1.9567,2012-09-22 00:00:00.0000000
5651,2012-09-22 00:00:00.0000000,"USD","BRL",2.0520,2.0579,2012-09-22 00:00:00.0000000
5652,2012-09-22 00:00:00.0000000,"USD","CAD",1.5466,1.5556,2012-09-22 00:00:00.0000000
5653,2012-09-22 00:00:00.0000000,"USD","CNY",8.2777,8.2782,2012-09-22 00:00:00.0000000
5654,2012-09-22 00:00:00.0000000,"USD","EUR",1.0736,1.0744,2012-09-22 00:00:00.0000000
5655,2012-09-22 00:00:00.0000000,"USD","GBP",0.6808,0.6817,2012-09-22 00:00:00.0000000
5656,2012-09-22 00:00:00.0000000,"USD","JPY",119.7300,119.7540,2012-09-22 00:00:00.0000000
5657,2012-09-22 00:00:00.0000000,"USD","MXN",9.6524,9.6530,2012-09-22 00:00:00.0000000
