PurchaseOrderID,RevisionNumber,Status,EmployeeID,VendorID,ShipMethodID,OrderDate,ShipDate,SubTotal,TaxAmt,Freight,TotalDue,ModifiedDate
2048,4,4,253,1690,5,2014-02-20 00:00:00.0000000,2014-03-01 00:00:00.0000000,146.2860,11.7029,3.6572,161.6461,2014-03-01 00:00:00.0000000
2049,4,4,255,1566,5,2014-02-20 00:00:00.0000000,2014-03-01 00:00:00.0000000,102.5640,8.2051,2.5641,113.3332,2014-03-01 00:00:00.0000000
2050,4,4,256,1698,5,2014-02-20 00:00:00.0000000,2014-03-01 00:00:00.0000000,150.7905,12.0632,3.7698,166.6235,2014-03-01 00:00:00.0000000
2051,4,4,252,1560,5,2014-02-20 00:00:00.0000000,2014-03-01 00:00:00.0000000,13669.4250,1093.5540,341.7356,15104.7146,2014-03-01 00:00:00.0000000
2052,4,4,260,1692,5,2014-02-20 00:00:00.0000000,2014-03-01 00:00:00.0000000,6444.9000,515.5920,161.1225,7121.6145,2014-03-01 00:00:00.0000000
2053,4,4,258,1696,4,2014-02-20 00:00:00.0000000,2014-03-01 00:00:00.0000000,50860.4250,4068.8340,1271.5106,56200.7696,2014-03-01 00:00:00.0000000
2054,4,4,254,1504,1,2014-02-20 00:00:00.0000000,2014-03-01 00:00:00.0000000,551.8800,44.1504,13.7970,609.8274,2014-03-01 00:00:00.0000000
2055,4,4,257,1544,1,2014-02-20 00:00:00.0000000,2014-03-01 00:00:00.0000000,6987.7500,559.0200,174.6938,7721.4638,2014-03-01 00:00:00.0000000
2056,4,4,261,1530,2,2014-02-20 00:00:00.0000000,2014-03-01 00:00:00.0000000,28072.2750,2245.7820,701.8069,31019.8639,2014-03-01 00:00:00.0000000
2057,4,4,250,1508,1,2014-02-21 00:00:00.0000000,2014-03-02 00:00:00.0000000,37312.2750,2984.9820,932.8069,41230.0639,2014-03-02 00:00:00.0000000
2058,4,4,253,1694,1,2014-02-21 00:00:00.0000000,2014-03-02 00:00:00.0000000,7623.0000,609.8400,190.5750,8423.4150,2014-03-02 00:00:00.0000000
2059,4,4,255,1624,2,2014-02-21 00:00:00.0000000,2014-03-02 00:00:00.0000000,28297.5000,2263.8000,707.4375,31268.7375,2014-03-02 00:00:00.0000000
2060,4,4,256,1548,2,2014-02-21 00:00:00.0000000,2014-03-02 00:00:00.0000000,59.9445,4.7956,1.4986,66.2387,2014-03-02 00:00:00.0000000
2061,4,4,259,1598,5,2014-02-21 00:00:00.0000000,2014-03-02 00:00:00.0000000,222.0435,17.7635,5.5511,245.3581,2014-03-02 00:00:00.0000000
2062,4,4,260,1658,5,2014-02-21 00:00:00.0000000,2014-03-02 00:00:00.0000000,43878.4500,3510.2760,1096.9613,48485.6873,2014-03-02 00:00:00.0000000
2063,5,4,258,1536,4,2014-02-21 00:00:00.0000000,2014-03-02 00:00:00.0000000,345.5550,27.6444,8.6389,381.8383,2014-03-02 00:00:00.0000000
2064,4,4,254,1568,2,2014-02-21 00:00:00.0000000,2014-03-02 00:00:00.0000000,15153.6000,1212.2880,378.8400,16744.7280,2014-03-02 00:00:00.0000000
2065,4,4,252,1648,5,2014-02-21 00:00:00.0000000,2014-03-02 00:00:00.0000000,142.4115,11.3929,3.5603,157.3647,2014-03-02 00:00:00.0000000
2066,4,4,261,1646,2,2014-02-21 00:00:00.0000000,2014-03-02 00:00:00.0000000,48030.6750,3842.4540,1200.7669,53073.8959,2014-03-02 00:00:00.0000000
2067,4,4,251,1672,4,2014-02-21 00:00:00.0000000,2014-03-02 00:00:00.0000000,823.4100,65.8728,20.5853,909.8681,2014-03-02 00:00:00.0000000
2068,4,4,253,1600,1,2014-02-21 00:00:00.0000000,2014-03-02 00:00:00.0000000,1276.2750,102.1020,31.9069,1410.2839,2014-03-02 00:00:00.0000000
2069,4,4,255,1522,1,2014-02-21 00:00:00.0000000,2014-03-02 00:00:00.0000000,2003.9250,160.3140,50.0981,2214.3371,2014-03-02 00:00:00.0000000
2070,4,4,256,1570,2,2014-02-21 00:00:00.0000000,2014-03-02 00:00:00.0000000,50860.4250,4068.8340,1271.5106,56200.7696,2014-03-02 00:00:00.0000000
2071,4,4,259,1516,1,2014-02-21 00:00:00.0000000,2014-03-02 00:00:00.0000000,454.8600,36.3888,11.3715,502.6203,2014-03-02 00:00:00.0000000
2072,5,4,260,1506,5,2014-02-21 00:00:00.0000000,2014-03-02 00:00:00.0000000,43878.4500,3510.2760,1096.9613,48485.6873,2014-03-02 00:00:00.0000000
2073,4,4,258,1626,2,2014-02-24 00:00:00.0000000,2014-03-05 00:00:00.0000000,7132.1250,570.5700,178.3031,7880.9981,2014-03-05 00:00:00.0000000
2074,4,4,254,1542,2,2014-02-24 00:00:00.0000000,2014-03-05 00:00:00.0000000,28343.7000,2267.4960,708.5925,31319.7885,2014-03-05 00:00:00.0000000
2075,4,4,257,1610,4,2014-02-24 00:00:00.0000000,2014-03-05 00:00:00.0000000,22516.7250,1801.3380,562.9181,24880.9811,2014-03-05 00:00:00.0000000
2076,4,4,261,1638,5,2014-02-24 00:00:00.0000000,2014-03-05 00:00:00.0000000,34644.2250,2771.5380,866.1056,38281.8686,2014-03-05 00:00:00.0000000
2077,6,4,251,1582,4,2014-02-24 00:00:00.0000000,2014-03-05 00:00:00.0000000,364.9275,29.1942,9.1232,403.2449,2014-03-05 00:00:00.0000000
2078,4,4,253,1510,5,2014-02-24 00:00:00.0000000,2014-03-05 00:00:00.0000000,143.0415,11.4433,3.5760,158.0608,2014-03-05 00:00:00.0000000
2079,4,4,255,1526,2,2014-02-24 00:00:00.0000000,2014-03-05 00:00:00.0000000,28199.3250,2255.9460,704.9831,31160.2541,2014-03-05 00:00:00.0000000
2080,4,4,256,1644,1,2014-02-24 00:00:00.0000000,2014-03-05 00:00:00.0000000,3713.3250,297.0660,92.8331,4103.2241,2014-03-05 00:00:00.0000000
2081,4,4,259,1680,4,2014-02-24 00:00:00.0000000,2014-03-05 00:00:00.0000000,19952.6250,1596.2100,498.8156,22047.6506,2014-03-05 00:00:00.0000000
2082,4,4,260,1584,5,2014-02-24 00:00:00.0000000,2014-03-05 00:00:00.0000000,6540.6600,523.2528,163.5165,7227.4293,2014-03-05 00:00:00.0000000
2083,6,4,258,1620,5,2014-02-24 00:00:00.0000000,2014-03-05 00:00:00.0000000,5711.4750,456.9180,142.7869,6311.1799,2014-03-05 00:00:00.0000000
2084,4,4,254,1666,5,2014-02-24 00:00:00.0000000,2014-03-05 00:00:00.0000000,279.7830,22.3826,6.9946,309.1602,2014-03-05 00:00:00.0000000
2085,4,4,257,1592,2,2014-02-24 00:00:00.0000000,2014-03-05 00:00:00.0000000,97.9650,7.8372,2.4491,108.2513,2014-03-05 00:00:00.0000000
2086,4,4,261,1618,4,2014-02-24 00:00:00.0000000,2014-03-05 00:00:00.0000000,114.4710,9.1577,2.8618,126.4905,2014-03-05 00:00:00.0000000
2087,4,4,251,1612,4,2014-02-24 00:00:00.0000000,2014-03-05 00:00:00.0000000,132.6465,10.6117,3.3162,146.5744,2014-03-05 00:00:00.0000000
2088,4,4,253,1586,5,2014-02-24 00:00:00.0000000,2014-03-05 00:00:00.0000000,43878.4500,3510.2760,1096.9613,48485.6873,2014-03-05 00:00:00.0000000
2089,4,4,252,1500,1,2014-02-25 00:00:00.0000000,2014-03-06 00:00:00.0000000,418.9500,33.5160,10.4738,462.9398,2014-03-06 00:00:00.0000000
2090,4,4,256,1656,4,2014-02-25 00:00:00.0000000,2014-03-06 00:00:00.0000000,404.1450,32.3316,10.1036,446.5802,2014-03-06 00:00:00.0000000
2091,4,4,259,1572,1,2014-02-25 00:00:00.0000000,2014-03-06 00:00:00.0000000,461.7900,36.9432,11.5448,510.2780,2014-03-06 00:00:00.0000000
2092,4,4,260,1562,4,2014-02-25 00:00:00.0000000,2014-03-06 00:00:00.0000000,247.2435,19.7795,6.1811,273.2041,2014-03-06 00:00:00.0000000
2093,4,4,258,1662,2,2014-02-25 00:00:00.0000000,2014-03-06 00:00:00.0000000,37.0755,2.9660,0.9269,40.9684,2014-03-06 00:00:00.0000000
2094,4,4,254,1682,4,2014-02-25 00:00:00.0000000,2014-03-06 00:00:00.0000000,21558.0750,1724.6460,538.9519,23821.6729,2014-03-06 00:00:00.0000000
2095,4,4,257,1686,5,2014-02-25 00:00:00.0000000,2014-03-06 00:00:00.0000000,533.5470,42.6838,13.3387,589.5695,2014-03-06 00:00:00.0000000
2096,4,4,261,1684,5,2014-02-25 00:00:00.0000000,2014-03-06 00:00:00.0000000,86220.7500,6897.6600,2155.5188,95273.9288,2014-03-06 00:00:00.0000000
2097,4,4,251,1534,5,2014-02-25 00:00:00.0000000,2014-03-06 00:00:00.0000000,776.7900,62.1432,19.4198,858.3530,2014-03-06 00:00:00.0000000
2098,4,4,253,1614,4,2014-02-25 00:00:00.0000000,2014-03-06 00:00:00.0000000,136.6470,10.9318,3.4162,150.9950,2014-03-06 00:00:00.0000000
2099,4,4,255,1588,5,2014-02-25 00:00:00.0000000,2014-03-06 00:00:00.0000000,40471.2000,3237.6960,1011.7800,44720.6760,2014-03-06 00:00:00.0000000
2100,4,4,252,1622,5,2014-02-25 00:00:00.0000000,2014-03-06 00:00:00.0000000,427.4550,34.1964,10.6864,472.3378,2014-03-06 00:00:00.0000000
2101,4,4,259,1632,4,2014-02-25 00:00:00.0000000,2014-03-06 00:00:00.0000000,23671.7250,1893.7380,591.7931,26157.2561,2014-03-06 00:00:00.0000000
2102,4,4,260,1608,5,2014-02-25 00:00:00.0000000,2014-03-06 00:00:00.0000000,5948.2500,475.8600,148.7063,6572.8163,2014-03-06 00:00:00.0000000
2103,5,4,258,1576,5,2014-02-25 00:00:00.0000000,2014-03-06 00:00:00.0000000,91117.9500,7289.4360,2277.9488,100685.3348,2014-03-06 00:00:00.0000000
2104,4,3,250,1590,1,2014-02-25 00:00:00.0000000,2014-03-06 00:00:00.0000000,525.0000,42.0000,13.1250,580.1250,2014-03-06 00:00:00.0000000
2105,4,4,257,1514,5,2014-02-26 00:00:00.0000000,2014-03-07 00:00:00.0000000,2003.6835,160.2947,50.0921,2214.0703,2014-03-07 00:00:00.0000000
2106,4,4,261,1498,4,2014-02-26 00:00:00.0000000,2014-03-07 00:00:00.0000000,26455.2750,2116.4220,661.3819,29233.0789,2014-03-07 00:00:00.0000000
2107,4,4,251,1674,2,2014-02-26 00:00:00.0000000,2014-03-07 00:00:00.0000000,944.3700,75.5496,23.6093,1043.5289,2014-03-07 00:00:00.0000000
2108,4,4,253,1652,4,2014-02-26 00:00:00.0000000,2014-03-07 00:00:00.0000000,51588.0750,4127.0460,1289.7019,57004.8229,2014-03-07 00:00:00.0000000
2109,4,4,255,1578,3,2014-02-26 00:00:00.0000000,2014-03-07 00:00:00.0000000,62843.5500,5027.4840,1571.0888,69442.1228,2014-03-07 00:00:00.0000000
2110,4,4,256,1538,5,2014-02-26 00:00:00.0000000,2014-03-07 00:00:00.0000000,37843.5750,3027.4860,946.0894,41817.1504,2014-03-07 00:00:00.0000000
2111,4,4,259,1556,4,2014-02-26 00:00:00.0000000,2014-03-07 00:00:00.0000000,25531.2750,2042.5020,638.2819,28212.0589,2014-03-07 00:00:00.0000000
2112,4,4,260,1554,5,2014-02-26 00:00:00.0000000,2014-03-07 00:00:00.0000000,272.7585,21.8207,6.8190,301.3982,2014-03-07 00:00:00.0000000
2113,4,4,258,1688,4,2014-02-26 00:00:00.0000000,2014-03-07 00:00:00.0000000,125.7480,10.0598,3.1437,138.9515,2014-03-07 00:00:00.0000000
2114,4,4,254,1580,5,2014-02-26 00:00:00.0000000,2014-03-07 00:00:00.0000000,150.7905,12.0632,3.7698,166.6235,2014-03-07 00:00:00.0000000
2115,4,4,257,1496,4,2014-02-26 00:00:00.0000000,2014-03-07 00:00:00.0000000,111.5415,8.9233,2.7885,123.2533,2014-03-07 00:00:00.0000000
2116,4,4,261,1494,2,2014-02-26 00:00:00.0000000,2014-03-07 00:00:00.0000000,8847.3000,707.7840,221.1825,9776.2665,2014-03-07 00:00:00.0000000
2117,4,4,251,1650,5,2014-02-26 00:00:00.0000000,2014-03-07 00:00:00.0000000,171.0765,13.6861,4.2769,189.0395,2014-03-07 00:00:00.0000000
2118,4,4,253,1654,4,2014-02-26 00:00:00.0000000,2014-03-07 00:00:00.0000000,20397.3000,1631.7840,509.9325,22539.0165,2014-03-07 00:00:00.0000000
2119,4,4,255,1664,3,2014-02-26 00:00:00.0000000,2014-03-07 00:00:00.0000000,14628.0750,1170.2460,365.7019,16164.0229,2014-03-07 00:00:00.0000000
2120,4,4,256,1678,3,2014-02-26 00:00:00.0000000,2014-03-07 00:00:00.0000000,58685.5500,4694.8440,1467.1388,64847.5328,2014-03-07 00:00:00.0000000
2121,4,4,259,1616,4,2014-02-27 00:00:00.0000000,2014-03-08 00:00:00.0000000,500.5665,40.0453,12.5142,553.1260,2014-03-08 00:00:00.0000000
2122,4,4,250,1492,5,2014-02-27 00:00:00.0000000,2014-03-08 00:00:00.0000000,272.7585,21.8207,6.8190,301.3982,2014-03-08 00:00:00.0000000
2123,4,4,258,1602,5,2014-02-27 00:00:00.0000000,2014-03-08 00:00:00.0000000,1525.2300,122.0184,38.1308,1685.3792,2014-03-08 00:00:00.0000000
2124,4,4,254,1540,4,2014-02-27 00:00:00.0000000,2014-03-08 00:00:00.0000000,260.1585,20.8127,6.5040,287.4752,2014-03-08 00:00:00.0000000
2125,4,4,257,1628,5,2014-02-27 00:00:00.0000000,2014-03-08 00:00:00.0000000,34644.2250,2771.5380,866.1056,38281.8686,2014-03-08 00:00:00.0000000
2126,4,4,261,1604,4,2014-02-27 00:00:00.0000000,2014-03-08 00:00:00.0000000,1839.5055,147.1604,45.9876,2032.6535,2014-03-08 00:00:00.0000000
2127,4,4,251,1690,5,2014-02-27 00:00:00.0000000,2014-03-08 00:00:00.0000000,146.2860,11.7029,3.6572,161.6461,2014-03-08 00:00:00.0000000
2128,4,4,253,1566,5,2014-02-27 00:00:00.0000000,2014-03-08 00:00:00.0000000,102.5640,8.2051,2.5641,113.3332,2014-03-08 00:00:00.0000000
2129,4,4,255,1698,5,2014-02-27 00:00:00.0000000,2014-03-08 00:00:00.0000000,150.7905,12.0632,3.7698,166.6235,2014-03-08 00:00:00.0000000
2130,4,4,256,1560,5,2014-02-27 00:00:00.0000000,2014-03-08 00:00:00.0000000,13669.4250,1093.5540,341.7356,15104.7146,2014-03-08 00:00:00.0000000
2131,4,4,259,1692,5,2014-02-27 00:00:00.0000000,2014-03-08 00:00:00.0000000,9948.3300,795.8664,248.7083,10992.9047,2014-03-08 00:00:00.0000000
2132,4,4,260,1696,4,2014-02-27 00:00:00.0000000,2014-03-08 00:00:00.0000000,34118.7000,2729.4960,852.9675,37701.1635,2014-03-08 00:00:00.0000000
2133,4,4,250,1504,1,2014-02-27 00:00:00.0000000,2014-03-08 00:00:00.0000000,551.8800,44.1504,13.7970,609.8274,2014-03-08 00:00:00.0000000
2134,4,4,254,1544,1,2014-02-27 00:00:00.0000000,2014-03-08 00:00:00.0000000,3811.5000,304.9200,95.2875,4211.7075,2014-03-08 00:00:00.0000000
2135,4,4,257,1530,2,2014-02-27 00:00:00.0000000,2014-03-08 00:00:00.0000000,28072.2750,2245.7820,701.8069,31019.8639,2014-03-08 00:00:00.0000000
2136,4,4,261,1508,1,2014-02-27 00:00:00.0000000,2014-03-08 00:00:00.0000000,37312.2750,2984.9820,932.8069,41230.0639,2014-03-08 00:00:00.0000000
2137,4,4,251,1694,1,2014-02-28 00:00:00.0000000,2014-03-09 00:00:00.0000000,7623.0000,609.8400,190.5750,8423.4150,2014-03-09 00:00:00.0000000
2138,4,4,253,1624,2,2014-02-28 00:00:00.0000000,2014-03-09 00:00:00.0000000,28297.5000,2263.8000,707.4375,31268.7375,2014-03-09 00:00:00.0000000
2139,4,4,255,1548,2,2014-02-28 00:00:00.0000000,2014-03-09 00:00:00.0000000,59.9445,4.7956,1.4986,66.2387,2014-03-09 00:00:00.0000000
2140,4,4,256,1598,4,2014-02-28 00:00:00.0000000,2014-03-09 00:00:00.0000000,370.7550,29.6604,9.2689,409.6843,2014-03-09 00:00:00.0000000
2141,4,4,259,1658,5,2014-02-28 00:00:00.0000000,2014-03-09 00:00:00.0000000,43878.4500,3510.2760,1096.9613,48485.6873,2014-03-09 00:00:00.0000000
2142,4,4,260,1536,4,2014-02-28 00:00:00.0000000,2014-03-09 00:00:00.0000000,272.1285,21.7703,6.8032,300.7020,2014-03-09 00:00:00.0000000
2143,4,4,258,1568,2,2014-02-28 00:00:00.0000000,2014-03-09 00:00:00.0000000,21252.0000,1700.1600,531.3000,23483.4600,2014-03-09 00:00:00.0000000
2144,4,4,254,1648,5,2014-02-28 00:00:00.0000000,2014-03-09 00:00:00.0000000,142.4115,11.3929,3.5603,157.3647,2014-03-09 00:00:00.0000000
2145,4,4,257,1646,2,2014-02-28 00:00:00.0000000,2014-03-09 00:00:00.0000000,48030.6750,3842.4540,1200.7669,53073.8959,2014-03-09 00:00:00.0000000
2146,4,4,261,1672,4,2014-02-28 00:00:00.0000000,2014-03-09 00:00:00.0000000,50983.9365,4078.7149,1274.5984,56337.2498,2014-03-09 00:00:00.0000000
2147,4,4,251,1600,1,2014-02-28 00:00:00.0000000,2014-03-09 00:00:00.0000000,1276.2750,102.1020,31.9069,1410.2839,2014-03-09 00:00:00.0000000
2148,4,4,253,1522,1,2014-02-28 00:00:00.0000000,2014-03-09 00:00:00.0000000,2003.9250,160.3140,50.0981,2214.3371,2014-03-09 00:00:00.0000000
2149,4,4,255,1570,2,2014-02-28 00:00:00.0000000,2014-03-09 00:00:00.0000000,50860.4250,4068.8340,1271.5106,56200.7696,2014-03-09 00:00:00.0000000
2150,4,4,256,1516,1,2014-02-28 00:00:00.0000000,2014-03-09 00:00:00.0000000,454.8600,36.3888,11.3715,502.6203,2014-03-09 00:00:00.0000000
2151,5,4,252,1506,5,2014-02-28 00:00:00.0000000,2014-03-09 00:00:00.0000000,43878.4500,3510.2760,1096.9613,48485.6873,2014-03-09 00:00:00.0000000
2152,4,4,260,1626,2,2014-02-28 00:00:00.0000000,2014-03-09 00:00:00.0000000,7132.1250,570.5700,178.3031,7880.9981,2014-03-09 00:00:00.0000000
2153,4,4,258,1542,2,2014-03-01 00:00:00.0000000,2014-03-10 00:00:00.0000000,28343.7000,2267.4960,708.5925,31319.7885,2014-03-10 00:00:00.0000000
2154,4,4,254,1610,4,2014-03-01 00:00:00.0000000,2014-03-10 00:00:00.0000000,22516.7250,1801.3380,562.9181,24880.9811,2014-03-10 00:00:00.0000000
2155,4,4,257,1638,5,2014-03-01 00:00:00.0000000,2014-03-10 00:00:00.0000000,34644.2250,2771.5380,866.1056,38281.8686,2014-03-10 00:00:00.0000000
2156,4,4,261,1582,5,2014-03-01 00:00:00.0000000,2014-03-10 00:00:00.0000000,564.1965,45.1357,14.1049,623.4371,2014-03-10 00:00:00.0000000
2157,4,4,250,1510,5,2014-03-01 00:00:00.0000000,2014-03-10 00:00:00.0000000,143.0415,11.4433,3.5760,158.0608,2014-03-10 00:00:00.0000000
2158,4,4,253,1526,2,2014-03-01 00:00:00.0000000,2014-03-10 00:00:00.0000000,28199.3250,2255.9460,704.9831,31160.2541,2014-03-10 00:00:00.0000000
2159,4,4,255,1644,1,2014-03-01 00:00:00.0000000,2014-03-10 00:00:00.0000000,3713.3250,297.0660,92.8331,4103.2241,2014-03-10 00:00:00.0000000
2160,4,4,256,1680,5,2014-03-01 00:00:00.0000000,2014-03-10 00:00:00.0000000,63831.0750,5106.4860,1595.7769,70533.3379,2014-03-10 00:00:00.0000000
2161,4,4,259,1584,5,2014-03-01 00:00:00.0000000,2014-03-10 00:00:00.0000000,9799.6500,783.9720,244.9913,10828.6133,2014-03-10 00:00:00.0000000
2162,4,4,260,1620,5,2014-03-01 00:00:00.0000000,2014-03-10 00:00:00.0000000,5711.4750,456.9180,142.7869,6311.1799,2014-03-10 00:00:00.0000000
2163,4,4,258,1666,5,2014-03-01 00:00:00.0000000,2014-03-10 00:00:00.0000000,416.7450,33.3396,10.4186,460.5032,2014-03-10 00:00:00.0000000
2164,4,4,254,1592,2,2014-03-01 00:00:00.0000000,2014-03-10 00:00:00.0000000,97.9650,7.8372,2.4491,108.2513,2014-03-10 00:00:00.0000000
2165,4,4,252,1618,4,2014-03-01 00:00:00.0000000,2014-03-10 00:00:00.0000000,114.4710,9.1577,2.8618,126.4905,2014-03-10 00:00:00.0000000
2166,4,4,261,1612,4,2014-03-01 00:00:00.0000000,2014-03-10 00:00:00.0000000,132.6465,10.6117,3.3162,146.5744,2014-03-10 00:00:00.0000000
2167,4,4,251,1586,5,2014-03-01 00:00:00.0000000,2014-03-10 00:00:00.0000000,43878.4500,3510.2760,1096.9613,48485.6873,2014-03-10 00:00:00.0000000
2168,4,4,253,1500,1,2014-03-01 00:00:00.0000000,2014-03-10 00:00:00.0000000,418.9500,33.5160,10.4738,462.9398,2014-03-10 00:00:00.0000000
2169,4,4,255,1656,4,2014-03-03 00:00:00.0000000,2014-03-12 00:00:00.0000000,633.7485,50.6999,15.8437,700.2921,2014-03-12 00:00:00.0000000
2170,5,4,256,1572,1,2014-03-03 00:00:00.0000000,2014-03-12 00:00:00.0000000,461.7900,36.9432,11.5448,510.2780,2014-03-12 00:00:00.0000000
2171,4,4,259,1562,4,2014-03-03 00:00:00.0000000,2014-03-12 00:00:00.0000000,475.2090,38.0167,11.8802,525.1059,2014-03-12 00:00:00.0000000
2172,4,4,260,1662,2,2014-03-03 00:00:00.0000000,2014-03-12 00:00:00.0000000,37.0755,2.9660,0.9269,40.9684,2014-03-12 00:00:00.0000000
2173,4,4,258,1682,4,2014-03-03 00:00:00.0000000,2014-03-12 00:00:00.0000000,21558.0750,1724.6460,538.9519,23821.6729,2014-03-12 00:00:00.0000000
2174,4,4,254,1686,4,2014-03-03 00:00:00.0000000,2014-03-12 00:00:00.0000000,259.8435,20.7875,6.4961,287.1271,2014-03-12 00:00:00.0000000
2175,4,4,257,1684,5,2014-03-03 00:00:00.0000000,2014-03-12 00:00:00.0000000,86220.7500,6897.6600,2155.5188,95273.9288,2014-03-12 00:00:00.0000000
2176,4,4,261,1534,4,2014-03-03 00:00:00.0000000,2014-03-12 00:00:00.0000000,484.4070,38.7526,12.1102,535.2698,2014-03-12 00:00:00.0000000
2177,4,4,251,1614,5,2014-03-03 00:00:00.0000000,2014-03-12 00:00:00.0000000,837.9000,67.0320,20.9475,925.8795,2014-03-12 00:00:00.0000000
2178,4,4,253,1588,5,2014-03-03 00:00:00.0000000,2014-03-12 00:00:00.0000000,40471.2000,3237.6960,1011.7800,44720.6760,2014-03-12 00:00:00.0000000
2179,4,4,255,1622,4,2014-03-03 00:00:00.0000000,2014-03-12 00:00:00.0000000,661.8780,52.9502,16.5470,731.3752,2014-03-12 00:00:00.0000000
2180,4,4,256,1632,5,2014-03-03 00:00:00.0000000,2014-03-12 00:00:00.0000000,62092.8000,4967.4240,1552.3200,68612.5440,2014-03-12 00:00:00.0000000
2181,4,4,259,1608,5,2014-03-03 00:00:00.0000000,2014-03-12 00:00:00.0000000,5948.2500,475.8600,148.7063,6572.8163,2014-03-12 00:00:00.0000000
2182,4,4,260,1576,5,2014-03-03 00:00:00.0000000,2014-03-12 00:00:00.0000000,91117.9500,7289.4360,2277.9488,100685.3348,2014-03-12 00:00:00.0000000
2183,4,4,258,1590,1,2014-03-03 00:00:00.0000000,2014-03-12 00:00:00.0000000,525.0000,42.0000,13.1250,580.1250,2014-03-12 00:00:00.0000000
2184,4,4,254,1514,5,2014-03-03 00:00:00.0000000,2014-03-12 00:00:00.0000000,281.8935,22.5515,7.0473,311.4923,2014-03-12 00:00:00.0000000
2185,4,4,257,1498,4,2014-03-04 00:00:00.0000000,2014-03-13 00:00:00.0000000,26455.2750,2116.4220,661.3819,29233.0789,2014-03-13 00:00:00.0000000
2186,4,4,261,1674,2,2014-03-04 00:00:00.0000000,2014-03-13 00:00:00.0000000,944.3700,75.5496,23.6093,1043.5289,2014-03-13 00:00:00.0000000
2187,4,4,251,1652,4,2014-03-04 00:00:00.0000000,2014-03-13 00:00:00.0000000,51588.0750,4127.0460,1289.7019,57004.8229,2014-03-13 00:00:00.0000000
2188,4,4,253,1578,3,2014-03-04 00:00:00.0000000,2014-03-13 00:00:00.0000000,62843.5500,5027.4840,1571.0888,69442.1228,2014-03-13 00:00:00.0000000
2189,4,4,252,1538,5,2014-03-04 00:00:00.0000000,2014-03-13 00:00:00.0000000,37843.5750,3027.4860,946.0894,41817.1504,2014-03-13 00:00:00.0000000
2190,4,4,256,1556,4,2014-03-04 00:00:00.0000000,2014-03-13 00:00:00.0000000,25531.2750,2042.5020,638.2819,28212.0589,2014-03-13 00:00:00.0000000
2191,4,4,259,1554,4,2014-03-04 00:00:00.0000000,2014-03-13 00:00:00.0000000,501.1965,40.0957,12.5299,553.8221,2014-03-13 00:00:00.0000000
2192,4,4,260,1688,4,2014-03-04 00:00:00.0000000,2014-03-13 00:00:00.0000000,125.7480,10.0598,3.1437,138.9515,2014-03-13 00:00:00.0000000
2193,4,4,258,1580,5,2014-03-04 00:00:00.0000000,2014-03-13 00:00:00.0000000,150.7905,12.0632,3.7698,166.6235,2014-03-13 00:00:00.0000000
2194,4,4,254,1496,5,2014-03-04 00:00:00.0000000,2014-03-13 00:00:00.0000000,279.7830,22.3826,6.9946,309.1602,2014-03-13 00:00:00.0000000
2195,5,4,257,1494,2,2014-03-04 00:00:00.0000000,2014-03-13 00:00:00.0000000,8847.3000,707.7840,221.1825,9776.2665,2014-03-13 00:00:00.0000000
2196,4,4,261,1650,5,2014-03-04 00:00:00.0000000,2014-03-13 00:00:00.0000000,171.0765,13.6861,4.2769,189.0395,2014-03-13 00:00:00.0000000
2197,4,4,251,1654,4,2014-03-04 00:00:00.0000000,2014-03-13 00:00:00.0000000,20397.3000,1631.7840,509.9325,22539.0165,2014-03-13 00:00:00.0000000
2198,4,4,253,1664,3,2014-03-04 00:00:00.0000000,2014-03-13 00:00:00.0000000,14628.0750,1170.2460,365.7019,16164.0229,2014-03-13 00:00:00.0000000
2199,4,4,255,1678,3,2014-03-04 00:00:00.0000000,2014-03-13 00:00:00.0000000,58685.5500,4694.8440,1467.1388,64847.5328,2014-03-13 00:00:00.0000000
2200,4,4,252,1616,4,2014-03-04 00:00:00.0000000,2014-03-13 00:00:00.0000000,358.1550,28.6524,8.9539,395.7613,2014-03-13 00:00:00.0000000
2201,4,4,259,1492,4,2014-03-05 00:00:00.0000000,2014-03-14 00:00:00.0000000,501.1965,40.0957,12.5299,553.8221,2014-03-14 00:00:00.0000000
2202,4,4,260,1602,5,2014-03-05 00:00:00.0000000,2014-03-14 00:00:00.0000000,270.8055,21.6644,6.7701,299.2400,2014-03-14 00:00:00.0000000
2203,4,4,258,1540,4,2014-03-05 00:00:00.0000000,2014-03-14 00:00:00.0000000,371.2275,29.6982,9.2807,410.2064,2014-03-14 00:00:00.0000000
2204,4,3,250,1628,5,2014-03-05 00:00:00.0000000,2014-03-14 00:00:00.0000000,34644.2250,2771.5380,866.1056,38281.8686,2014-03-14 00:00:00.0000000
2205,4,4,257,1604,4,2014-03-05 00:00:00.0000000,2014-03-14 00:00:00.0000000,1839.5055,147.1604,45.9876,2032.6535,2014-03-14 00:00:00.0000000
2206,4,4,261,1690,5,2014-03-05 00:00:00.0000000,2014-03-14 00:00:00.0000000,146.2860,11.7029,3.6572,161.6461,2014-03-14 00:00:00.0000000
2207,4,4,251,1566,5,2014-03-05 00:00:00.0000000,2014-03-14 00:00:00.0000000,102.5640,8.2051,2.5641,113.3332,2014-03-14 00:00:00.0000000
